open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1696118400000,1.6677000,1.7999000,1.6610000,1.7782000,217840808,1696204799999,373773773.8434000,1453523,108796856,186694490.4500000,0
1696204800000,1.7782000,1.8054000,1.6000000,1.6405000,208961009,1696291199999,354134477.6983000,1328181,100351669,170166116.5687000,0
1696291200000,1.6404000,1.6738000,1.5208000,1.5326000,165145264,1696377599999,266150903.0137000,1044401,79256425,127812607.8037000,0
1696377600000,1.5326000,1.5600000,1.4460000,1.5410000,166173516,1696463999999,252089597.5676000,925085,83446654,126667486.1161000,0
1696464000000,1.5409000,1.5870000,1.4870000,1.5067000,158569910,1696550399999,245153342.3871000,900860,77582466,119990258.7300000,0
1696550400000,1.5068000,1.6883000,1.5035000,1.6515000,177394057,1696636799999,282940424.1929000,1004182,89475543,142681383.8452000,0
1696636800000,1.6516000,1.6793000,1.5828000,1.6005000,153044107,1696723199999,249840899.0792000,901169,75728510,123662380.5800000,0
1696723200000,1.6005000,1.6332000,1.5636000,1.5819000,94079752,1696809599999,150155620.2381000,583567,46552174,74323000.6123000,0
1696809600000,1.5819000,1.6042000,1.4767000,1.5501000,116767222,1696895999999,179533862.5281000,699730,56576154,87019752.1022000,0
1696896000000,1.5500000,1.5677000,1.5088000,1.5513000,81969287,1696982399999,125850959.0122000,482837,40721026,62524125.1856000,0
1696982400000,1.5513000,1.6555000,1.5190000,1.6300000,190492905,1697068799999,303033950.0806000,1078793,96562455,153640294.4509000,0
1697068800000,1.6298000,1.6374000,1.4380000,1.4616000,171756103,1697155199999,259340706.4280000,951295,83083283,125444609.6226000,0
1697155200000,1.4616000,1.5072000,1.4210000,1.4846000,97769167,1697241599999,143442412.9879000,552740,48113933,70620958.6166000,0
1697241600000,1.4846000,1.5151000,1.4600000,1.4937000,49954185,1697327999999,74155007.6463000,318226,25105727,37268348.5071000,0
1697328000000,1.4938000,1.5446000,1.4713000,1.5276000,68083888,1697414399999,102487618.7548000,467150,33716228,50770963.1489000,0
1697414400000,1.5276000,1.6900000,1.5081000,1.6080000,131157362,1697500799999,208629264.9511000,848141,65958583,104947167.9376000,0
1697500800000,1.6080000,1.6688000,1.5828000,1.6234000,119100065,1697587199999,194046820.1985000,745023,60017646,97802225.4114000,0
1697587200000,1.6235000,1.6405000,1.4519000,1.4539000,118152494,1697673599999,184784171.5004000,744865,57886133,90593158.0190000,0
1697673600000,1.4540000,1.5088000,1.4000000,1.4516000,118261416,1697759999999,172515729.8639000,666691,59021281,86144064.1517000,0
1697760000000,1.4516000,1.5705000,1.4330000,1.5167000,102215435,1697846399999,154940474.8002000,660576,50452240,76469605.8399000,0
1697846400000,1.5167000,1.6620000,1.4930000,1.6072000,117567762,1697932799999,184311429.9332000,750701,59037870,92538422.4580000,0
1697932800000,1.6073000,1.7273000,1.5642000,1.6312000,131308289,1698019199999,214016598.4123000,866651,65024459,105990780.2520000,0
1698019200000,1.6311000,1.6732000,1.4794000,1.6525000,159512343,1698105599999,250800280.2146000,1250613,76955806,121053195.3736000,0
1698105600000,1.6529000,1.8088000,1.5886000,1.6789000,201368292,1698191999999,338386907.2345000,1558133,99460906,167230980.3087000,0
1698192000000,1.6788000,1.8393000,1.6554000,1.8035000,151665232,1698278399999,264074172.9977000,1088109,75899374,132199148.8611000,0
1698278400000,1.8038000,1.9280000,1.6832000,1.8541000,153294428,1698364799999,274332839.1284000,1184178,76170544,136396513.7600000,0
1698364800000,1.8540000,1.9498000,1.7517000,1.8750000,144751431,1698451199999,267544054.8600000,1323426,71306827,131837926.3249000,0
1698451200000,1.8750000,1.9567000,1.8230000,1.8371000,97733056,1698537599999,184417099.0647000,902034,47690055,90032419.3586000,0
1698537600000,1.8372000,1.8698000,1.7864000,1.8002000,63798967,1698623999999,116995061.0723000,606702,30627922,56190159.6299000,0
1698624000000,1.8003000,1.9400000,1.8000000,1.8877000,92073847,1698710399999,172623204.5808000,822771,45884095,86049045.6153000,0
1698710400000,1.8876000,2.0499000,1.8672000,2.0321000,137727789,1698796799999,271628247.8136000,1174485,69677635,137440087.4972000,0
