open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1722470400000,0.706600,0.717700,0.703400,0.713100,5827197.8,1722477599999,4132491.8645200,24574,2778844.9,1972106.4541100,0
1722477600000,0.713100,0.716300,0.704200,0.708800,4905145.7,1722484799999,3479029.2977400,19865,2269936.7,1610366.2437100,0
1722484800000,0.708800,0.712500,0.687300,0.702100,10450806.5,1722491999999,7296271.3620600,36168,4661516.5,3256377.7145100,0
1722492000000,0.702000,0.702000,0.688400,0.689000,4712552.5,1722499199999,3271163.4954500,17369,2252713.0,1563946.1281500,0
1722499200000,0.689000,0.703300,0.687600,0.699500,5360495.7,1722506399999,3729849.8905000,18019,2699165.0,1878141.9406900,0
1722506400000,0.699400,0.705100,0.697700,0.702000,3749582.3,1722513599999,2631832.5187900,14369,1923050.0,1349927.3002800,0
1722513600000,0.701900,0.713000,0.701400,0.705300,6293693.5,1722520799999,4457385.3576200,21211,2945793.2,2086717.2854500,0
1722520800000,0.705200,0.705800,0.681400,0.690200,23364808.6,1722527999999,16241471.0048500,58019,12217554.3,8497766.3879100,0
1722528000000,0.690300,0.690600,0.667600,0.678000,19342726.2,1722535199999,13103180.4072500,53541,8564032.6,5799098.8614600,0
1722535200000,0.678000,0.691900,0.656900,0.691200,12421749.0,1722542399999,8355489.5827200,39750,5970089.1,4017692.5190100,0
1722542400000,0.691300,0.696100,0.679600,0.691200,9411406.3,1722549599999,6478125.8161300,27018,4552862.9,3134691.6375900,0
1722549600000,0.691300,0.700300,0.689000,0.695600,4858445.2,1722556799999,3384529.4559000,18390,2350719.3,1638096.7508700,0
1722556800000,0.695400,0.699300,0.688300,0.692400,6032202.1,1722563999999,4183768.5097000,22351,3153994.8,2186725.3784000,0
1722564000000,0.692500,0.700300,0.679200,0.689700,10269539.8,1722571199999,7073640.1834700,27452,5430414.4,3742339.9619700,0
1722571200000,0.689700,0.693300,0.674600,0.674600,4186251.3,1722578399999,2862693.9720900,15424,1751969.4,1200530.0093300,0
1722578400000,0.674700,0.679900,0.664700,0.674000,8818496.5,1722585599999,5935338.1993100,28242,4412481.2,2970690.3694700,0
1722585600000,0.673800,0.678200,0.666800,0.674600,7431060.0,1722592799999,4994953.3710500,20885,3468332.8,2332389.6059000,0
1722592800000,0.674500,0.677900,0.670700,0.676500,5183910.5,1722599999999,3496429.9118900,16302,2802743.0,1890840.7712400,0
1722600000000,0.676300,0.691800,0.667700,0.686400,10625706.8,1722607199999,7202048.6648500,32025,5540700.8,3757167.1434500,0
1722607200000,0.686500,0.688300,0.640500,0.660100,24732367.3,1722614399999,16293257.7858400,75155,11972085.6,7888117.3740400,0
1722614400000,0.660000,0.661800,0.647200,0.651500,7901217.2,1722621599999,5164999.7432100,26512,3683766.0,2408286.5560500,0
1722621600000,0.651500,0.654400,0.639300,0.646800,6841323.8,1722628799999,4423547.7545000,23162,3109908.9,2012182.1263800,0
1722628800000,0.646800,0.654700,0.636600,0.645600,7839513.4,1722635999999,5070413.1099300,26279,3799103.2,2457915.2504900,0
1722636000000,0.645600,0.646000,0.634300,0.637700,4960583.4,1722643199999,3171535.5357400,18653,2191692.5,1401462.9137000,0
1722643200000,0.637700,0.642700,0.620200,0.637600,13303630.7,1722650399999,8391061.6807200,47269,6400485.5,4037427.3868600,0
1722650400000,0.637600,0.647700,0.637400,0.646000,8302775.2,1722657599999,5342987.3749900,25300,4408226.4,2836667.6419000,0
1722657600000,0.646100,0.646800,0.641100,0.645000,3034764.2,1722664799999,1952840.6669000,11673,1403147.8,903062.0725000,0
1722664800000,0.645100,0.653500,0.643900,0.647200,2959118.4,1722671999999,1920017.8052200,12230,1457028.7,945634.7816900,0
1722672000000,0.647300,0.649500,0.642000,0.648300,3203540.2,1722679199999,2068373.6406800,12750,1686470.1,1089287.8024200,0
1722679200000,0.648200,0.649000,0.644600,0.646500,2297199.6,1722686399999,1485575.6840900,9686,1101804.3,712643.1319500,0
1722686400000,0.646400,0.653000,0.644600,0.648400,3155332.3,1722693599999,2047745.6438700,13500,1765129.5,1145786.7076900,0
1722693600000,0.648300,0.650700,0.627600,0.628100,6423211.7,1722700799999,4100110.4369800,23486,2935831.9,1875142.1332800,0
1722700800000,0.628200,0.631700,0.604300,0.607100,19225782.3,1722707999999,11882677.1378000,59636,8595321.4,5316137.7188900,0
1722708000000,0.607100,0.609600,0.595000,0.596200,12518385.1,1722715199999,7531804.6477900,39355,5817232.9,3500497.9247500,0
1722715200000,0.596200,0.610100,0.593500,0.609800,6413562.1,1722722399999,3852337.5781300,23052,3270788.9,1964434.4169000,0
