open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1690848000000,65.320,65.600,61.420,65.560,3330036.1,1690934399999,212249759.2040,562015,1669880.1,106424532.1860,0
1690934400000,65.570,67.210,62.370,64.420,2501835.5,1691020799999,161593463.4580,460428,1235611.3,79815341.6790,0
1691020800000,64.410,65.010,62.830,62.940,1420076.0,1691107199999,90676551.2910,277723,716787.9,45778965.4400,0
1691107200000,62.950,66.980,62.680,64.160,1555350.0,1691193599999,100434790.9430,308871,790103.9,51031635.9840,0
1691193600000,64.150,65.950,63.060,64.450,970641.6,1691279999999,62370551.1570,193036,477634.0,30698102.6810,0
1691280000000,64.450,66.180,64.090,65.930,678226.4,1691366399999,44309706.2490,154270,339660.5,22192102.7280,0
1691366400000,65.930,67.140,62.800,64.920,990015.1,1691452799999,64581496.4220,216086,491865.5,32105942.4180,0
1691452800000,64.920,67.050,64.540,66.240,715042.7,1691539199999,47061506.3030,173437,359113.2,23639461.2500,0
1691539200000,66.240,67.980,65.820,67.300,701461.6,1691625599999,46869972.2770,157563,349470.0,23356812.3770,0
1691625600000,67.300,69.550,66.770,67.040,759277.5,1691711999999,51429726.0700,187691,378661.6,25658755.9720,0
1691712000000,67.050,67.100,65.290,65.950,577129.3,1691798399999,38180575.6970,151903,277221.4,18340346.9620,0
1691798400000,65.950,66.630,65.720,66.160,289162.6,1691884799999,19131095.7700,81278,145041.3,9597169.8690,0
1691884800000,66.160,66.410,65.170,65.590,359341.2,1691971199999,23643207.8650,92798,178639.5,11753923.3980,0
1691971200000,65.590,66.630,65.260,65.490,347536.6,1692057599999,22955555.7570,106086,172550.8,11398653.4940,0
1692057600000,65.490,65.830,61.530,63.500,644969.9,1692143999999,41365238.9510,156980,317994.8,20398863.8650,0
1692144000000,63.510,63.680,57.950,60.340,1110537.7,1692230399999,68291465.9660,242581,550001.2,33845245.2780,0
1692230400000,60.340,60.580,49.410,55.380,1530073.3,1692316799999,87018723.6000,344169,744177.1,42305562.4040,0
1692316800000,55.390,56.780,54.690,55.800,813830.4,1692403199999,45444581.7890,174990,406619.9,22708585.8980,0
1692403200000,55.800,57.140,55.510,56.550,295514.9,1692489599999,16585497.3360,81374,142954.2,8023747.0880,0
1692489600000,56.540,57.420,56.170,57.070,233771.2,1692575999999,13258447.7120,67747,120051.8,6809685.2140,0
1692576000000,57.070,57.580,54.980,55.510,519842.8,1692662399999,29326133.3380,152042,248193.4,14002476.5610,0
1692662400000,55.510,55.610,52.540,54.880,753678.7,1692748799999,41119620.2950,192956,373965.3,20404673.4010,0
1692748800000,54.880,57.690,54.790,57.110,478963.8,1692835199999,26912343.0910,131022,251477.7,14126236.1150,0
1692835200000,57.110,58.950,56.160,57.430,679664.8,1692921599999,39216772.3800,170915,341616.2,19716993.4620,0
1692921600000,57.430,58.460,55.650,56.930,586377.4,1693007999999,33295444.8530,149065,287775.1,16346069.2100,0
1693008000000,56.930,57.360,56.240,56.670,200375.9,1693094399999,11381998.7250,68357,97590.7,5543257.9500,0
1693094400000,56.660,58.330,56.570,58.330,233082.9,1693180799999,13406914.8770,80044,120330.2,6919904.7020,0
1693180800000,58.330,58.480,56.070,58.230,478742.2,1693267199999,27581312.7520,139095,232332.8,13389620.9260,0
1693267200000,58.230,60.710,56.560,59.520,801829.6,1693353599999,47175353.7250,201959,401322.0,23620276.3100,0
1693353600000,59.510,59.630,57.270,57.740,343985.3,1693439999999,20077262.5130,110096,174519.7,10185512.5340,0
1693440000000,57.730,57.940,54.040,55.530,504308.3,1693526399999,28370494.3310,153625,236812.6,13316940.1850,0
