open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1754784000000,3.2245,3.2434,3.2170,3.2356,40241503.6,1754791199999,130083257.06352,171630,19382371.4,62663943.81439,0
1754791200000,3.2357,3.2629,3.2252,3.2571,53749864.6,1754798399999,174537059.17184,206011,29120904.8,94583554.71376,0
1754798400000,3.2572,3.2775,3.2445,3.2545,45325311.3,1754805599999,147818847.99147,184892,21447353.6,69977877.38649,0
1754805600000,3.2546,3.2619,3.1610,3.1861,114346654.6,1754812799999,366264201.48678,360220,49666856.2,159047996.63811,0
1754812800000,3.1860,3.2186,3.1511,3.2129,73852435.9,1754819999999,235283228.59165,307362,35421264.4,112885534.59683,0
1754820000000,3.2128,3.2152,3.1759,3.1900,55664958.6,1754827199999,177808527.72834,218921,25771205.8,82326398.81313,0
1754827200000,3.1901,3.1956,3.1611,3.1623,41985228.7,1754834399999,133584366.11111,194149,18626940.9,59269836.10724,0
1754834400000,3.1623,3.2033,3.1555,3.1835,61033362.3,1754841599999,194529622.63734,232484,30713020.6,97912935.04341,0
1754841600000,3.1834,3.2000,3.1802,3.1961,26597457.0,1754848799999,84897055.73920,127671,13283447.8,42404550.24797,0
1754848800000,3.1962,3.2130,3.1922,3.2053,21392809.3,1754855999999,68537590.45099,91641,11345388.4,36352423.40524,0
1754856000000,3.2052,3.2068,3.1561,3.1814,68010002.4,1754863199999,216349207.73316,208594,31714653.6,100899844.26878,0
1754863200000,3.1815,3.1919,3.1633,3.1856,39392132.6,1754870399999,125186222.31536,154778,19132636.1,60803018.92142,0
