open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1754784000000,307.690,310.470,305.760,309.360,33292.7,1754787599999,10246714.9250,29700,15447.3,4757359.2790,0
1754787600000,309.370,311.450,307.070,307.650,32374.8,1754791199999,9996700.5450,30949,16739.0,5170212.3760,0
1754791200000,307.660,308.040,304.000,304.580,31495.4,1754794799999,9622115.3530,26428,13301.3,4062022.5240,0
1754794800000,304.600,306.150,303.620,304.860,39123.0,1754798399999,11930546.9280,33799,19632.4,5987780.1180,0
1754798400000,304.860,307.440,303.820,307.100,20729.2,1754801999999,6349642.2190,18540,9840.4,3014214.3340,0
1754802000000,307.100,307.290,304.480,304.710,21902.7,1754805599999,6699893.5190,24587,9225.2,2822116.6350,0
1754805600000,304.720,307.840,303.350,307.310,39821.2,1754809199999,12161588.0750,30719,19385.8,5920923.5300,0
1754809200000,307.320,307.920,299.600,300.190,73863.3,1754812799999,22309985.0370,45805,32081.8,9686983.4650,0
1754812800000,300.180,304.460,297.870,303.770,51323.9,1754816399999,15442209.8840,39684,26696.7,8039545.8840,0
1754816400000,303.780,306.240,303.780,305.350,25353.0,1754819999999,7734954.7620,19543,11962.9,3649168.8950,0
1754820000000,305.330,305.420,301.640,303.510,32776.5,1754823599999,9947885.5230,25975,14105.0,4282509.9490,0
1754823600000,303.510,304.690,301.930,302.040,35504.9,1754827199999,10760377.1590,25154,18156.6,5503726.9470,0
1754827200000,302.050,303.310,300.900,302.490,26238.3,1754830799999,7923360.8870,22419,11932.8,3604111.2520,0
1754830800000,302.480,303.590,299.690,300.220,20571.2,1754834399999,6202841.2100,23369,8405.0,2536581.8970,0
1754834400000,300.210,307.220,299.520,307.140,52729.9,1754837999999,16077119.7400,43132,29413.6,8970114.9530,0
1754838000000,307.150,309.290,306.100,307.680,47493.9,1754841599999,14619824.8810,40965,25188.6,7752566.3590,0
1754841600000,307.670,307.990,305.410,305.930,32983.3,1754845199999,10109349.8570,26259,14945.3,4582187.6740,0
1754845200000,305.930,307.310,303.760,303.850,25372.0,1754848799999,7740318.0120,21219,8596.7,2623511.5060,0
1754848800000,303.850,305.440,303.630,305.330,13259.7,1754852399999,4036744.6920,14383,6063.9,1846002.2910,0
1754852400000,305.320,306.540,304.870,305.660,9459.0,1754855999999,2892788.3970,11740,5484.9,1677675.1600,0
1754856000000,305.650,305.760,303.210,303.860,20111.7,1754859599999,6118441.2550,19264,8011.9,2437822.5020,0
1754859600000,303.850,305.450,302.480,305.410,20013.7,1754863199999,6083671.2590,20128,9434.3,2868936.7650,0
1754863200000,305.400,307.860,304.120,307.860,17263.1,1754866799999,5282745.6170,17576,8573.5,2624290.8920,0
1754866800000,307.860,308.950,306.100,306.170,19935.5,1754870399999,6128272.6530,17056,8408.3,2584894.3200,0
