open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1672531200000,0.070220,0.070850,0.069010,0.070200,4429240490,1672617599999,309131801.638620,325274,2219242477,154899439.127550,0
1672617600000,0.070200,0.073890,0.069010,0.071350,7103856603,1672703999999,507487391.400150,523053,3559235998,254341010.363030,0
1672704000000,0.071360,0.072290,0.069130,0.070460,5858035676,1672790399999,415706101.775310,414312,2861810697,203144564.402490,0
1672790400000,0.070460,0.073600,0.070160,0.073080,7985356853,1672876799999,576259520.903970,572578,4033448394,291112063.943510,0
1672876800000,0.073090,0.075300,0.070000,0.071480,8069141753,1672963199999,590014334.837110,636603,3853549451,281929651.025660,0
1672963200000,0.071480,0.072780,0.069260,0.072380,7005327575,1673049599999,499045260.381570,529140,3427102607,244214792.368830,0
1673049600000,0.072390,0.073060,0.071660,0.072180,2941624732,1673135999999,212547955.138770,266575,1467539431,106052982.538920,0
1673136000000,0.072180,0.074000,0.071170,0.073610,4526860098,1673222399999,327071551.381330,366962,2254615126,162942672.260690,0
1673222400000,0.073610,0.079640,0.072930,0.075660,14278338658,1673308799999,1093485176.842510,1074176,6977140596,534340596.142150,0
1673308800000,0.075660,0.077910,0.073500,0.077850,8441179338,1673395199999,644893963.437490,678453,4133323845,315919357.278270,0
1673395200000,0.077840,0.078620,0.074610,0.078140,7025782295,1673481599999,538618097.216220,612092,3412342763,261657866.117170,0
1673481600000,0.078130,0.081350,0.073700,0.080260,12121494002,1673567999999,955945623.589760,1042787,5977093662,471668383.519960,0
1673568000000,0.080260,0.085280,0.078330,0.084530,9262958605,1673654399999,750009584.834140,799133,4628855957,375098232.953060,0
1673654400000,0.084530,0.092900,0.082100,0.087320,14490796666,1673740799999,1266507800.333090,1494108,6967012849,609325682.945380,0
1673740800000,0.087330,0.088020,0.082760,0.086150,7127200083,1673827199999,606518675.458690,653538,3499588736,297907332.560250,0
1673827200000,0.086150,0.088430,0.081420,0.083720,7846787418,1673913599999,666644230.224290,760233,3744695402,318211582.064270,0
1673913600000,0.083730,0.085130,0.081710,0.082840,5553628018,1673999999999,465266159.407830,573797,2684904665,224963465.782930,0
1674000000000,0.082840,0.089790,0.076480,0.079980,16104492349,1674086399999,1365811611.742400,1650359,7716034469,654884897.828860,0
1674086400000,0.079980,0.082150,0.079710,0.081600,5473488805,1674172799999,443240233.959560,475223,2678330347,216932159.254100,0
1674172800000,0.081600,0.087270,0.080580,0.086230,7113390798,1674259199999,591835636.496670,589818,3578413073,297942949.177640,0
1674259200000,0.086240,0.089280,0.083500,0.084720,8870272396,1674345599999,770086582.992030,893580,4213482301,365984952.745250,0
1674345600000,0.084710,0.093470,0.084340,0.088280,10811220423,1674431999999,957576886.141640,1090211,5292256083,468906859.330720,0
1674432000000,0.088280,0.091640,0.086190,0.088600,8773413991,1674518399999,780509111.526880,821733,4200125623,373767127.903210,0
1674518400000,0.088600,0.090940,0.082000,0.083900,7440172919,1674604799999,653709951.268450,754653,3492600920,307228373.286330,0
1674604800000,0.083910,0.088240,0.081520,0.086590,7747990195,1674691199999,655808804.007120,782793,3760507889,318375576.053110,0
1674691200000,0.086600,0.087810,0.084380,0.086380,5498920310,1674777599999,474348181.976550,617436,2641406050,227912242.165520,0
1674777600000,0.086390,0.088090,0.083500,0.087290,4834546097,1674863999999,415665714.545230,573045,2333195306,200676166.081600,0
1674864000000,0.087280,0.093960,0.086650,0.087740,8074143618,1674950399999,722444058.127300,894729,3886789057,347995476.175940,0
1674950400000,0.087730,0.091040,0.087250,0.090170,5908158832,1675036799999,529119924.086960,672721,2854182762,255639905.401760,0
1675036800000,0.090170,0.092980,0.084260,0.088310,11137923390,1675123199999,980368500.618330,1244560,5373793577,473055789.470200,0
1675123200000,0.088300,0.097910,0.088240,0.096170,22518974942,1675209599999,2105644187.833980,2512021,11130752036,1041242936.124690,0
